,Ticker,Name,Exchange,Category Name,Country
94087,PRISMER.BO,PRISMER.BO,BSE,,India
94088,UPMINRL.BO,U.P.MINERAL PRODUCTS LTD.,BSE,,India
94094,PRESYNT.BO,PREMIER SYNT,BSE,,India
94098,SRDAPRT.BO,Sarda Proteins Ltd.,BSE,,India
94103,TRANOCE.BO,TRANSOCEANIC PROPERTIES LTD.,BSE,,India
94105,SHAKTIPR.BO,Shakti Press Limited,BSE,,India
94111,PRESOFI.BO,PREM SOMANI FINANCIAL SERVICES,BSE,,India
94112,PRAKASHCON.NS,Prakash Constrowell Limited,NSI,General Contractors,India
94119,PRAVEEN.BO,PRAVEEN PROPERTIES LTD.,BSE,,India
94126,PROZONINTU.BO,PROZONINTU,BSE,,India
94134,SAGRSOY-B.BO,SAGAR SOYA PRODUCTS LTD.,BSE,,India
94137,PRECAM.BO,Precision Camshafts Limited,BSE,,India
94144,PREMINT.BO,PREMIUM INTERNATIONAL FINANCE,BSE,,India
94161,PRITHVISOF-EQ.NS,PRITHVI SOFTECH LTD INR10,NSI,,India
94179,PSL.NS,PSL Limited,NSI,Metal Fabrication,India
94188,PSL-BE.NS,PSL LIMITED,NSI,,India
94203,PSL.BO,PSL LTD.,BSE,,India
94212,PSL-EQ.NS,PSL LIMITED,NSI,,India
94222,PSTL.BO,PYRAMID SAIMIRA THEATRE LTD.,BSE,,India
94229,PSB.BO,PUNJAB & SIND BANK,BSE,,India
94230,PSB.NS,Punjab & Sind Bank,NSI,Money Center Banks,India
94243,PTCIL.BO,PTC Industries Ltd.,BSE,,India
94244,PTC.NS,PTC India Limited,NSI,Diversified Utilities,India
94255,PTC.BO,PTC India Limited,BSE,,India
94273,PTL.NS,PTL Enterprises Limited,NSI,Hospitals,India
94295,PTC6.BO,PTC INDIA LTD,BSE,,India
94333,PURSHOTTAM.BO,PURSHOTTAM INVESTOFIN LTD,BSE,,India
94348,PUNITCO.BO,Punit Commercials Ltd.,BSE,,India
94355,PURVA-EQ.NS,PURAVANKARA PROJECTS LIMITED,NSI,,India
94357,PUNEETRE.BO,Rishiroop Limited,BSE,,India
94359,PUSHPIN.BO,PUSHPSONS INDUSTRIES LTD.,BSE,,India
94363,PULSRIN.BO,PULSAR INTERNATIONAL LTD.,BSE,,India
94377,PUNCTRD.BO,PUNCTUAL TRADING LTD.,BSE,,India
94388,PUNWOOLC.BO,Punjab Woolcombers Limited,BSE,,India
94390,PUNJCOMMU.BO,Punjab Communications Ltd.,BSE,,India
94426,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,NSI,Diversified Machinery,India
94435,RAMAPULP.BO,Rama Pulp and Papers Limited,BSE,,India
94437,SHAKTIPUMP.BO,SHAKTI PUMPS (INDIA) LTD.,BSE,,India
94440,ROTO.BO,Roto Pumps Limited,BSE,,India
94462,PUNSUMI.BO,PUNSUMI INDIA LTD.,BSE,,India
94482,PUROHITCON.BO,Purohit Construction Limited,BSE,,India
94488,PVR.NS,PVR Limited,NSI,Entertainment - Diversified,India
94489,PVVINFRA.BO,PVV Infra Limited,BSE,,India
94506,PVP.NS,PVP Ventures Limited,NSI,Real Estate Development,India
94507,PVR.BO,PVR Limited,BSE,,India
94512,PVRBBPH.BO,PVR LTD*,BSE,,India
94519,PWASML.BO,Prakash Woollen & Synthetic Mi,BSE,,India
94535,PYXISFIN.BO,Pyxis Finvest Limited,BSE,,India
94564,RASOI.BO,Rasoi Ltd.,BSE,,India
94565,RANASUG.NS,Rana Sugars Limited,NSI,Confectioners,India
94566,RAMMA.BO,Rammaica (India) Ltd.,BSE,,India
94567,RAMKY.NS,Ramky Infrastructure Limited,NSI,General Contractors,India
94568,RAMCOSYS.BO,Ramco Systems Limited,BSE,,India
94569,RAMCOIND.BO,Ramco Industries Limited,BSE,,India
94570,RAJVIR.NS,Rajvir Industries Limited,NSI,Textile Industrial,India
94571,RAJVIR.BO,Rajvir Industries Ltd,BSE,,India
94573,INGERRAND.NS,Ingersoll-Rand (India) Limited,NSI,Diversified Machinery,India
94575,RAMASTEEL.NS,Rama Steel Tubes Limited,NSI,Steel & Iron,India
94577,RAJRAYON.NS,Raj Rayon Industries Limited,NSI,Textile Industrial,India
94578,RANSISOF.BO,RANSI SOFTWARE (INDIA) LTD.,BSE,,India
94581,INRADIA.BO,INDIA RADIATORS LTD.,BSE,,India
94587,RANDER.BO,Rander Corporation Ltd.,BSE,,India
94588,INDORAMA.BO,INDO RAMA SYNTHETICS (INDIA) L,BSE,,India
94591,RAINBOWDQ.BO,Rainbow Denim Ltd.,BSE,,India
94593,RADIXIND.BO,RADIX INDUSTRIES (INDIA) LIMIT,BSE,,India
94594,RAYMOND.NS,Raymond Limited,NSI,Textile Industrial,India
94595,RAMSARUP.NS,Ramsarup Industries Limited,NSI,Steel & Iron,India
94596,RML.BO,RANE (MADRAS) LTD.,BSE,,India
94602,RASSIREF.BO,Raasi Refractories Ltd.,BSE,,India
94607,RAGHUTOB.BO,R T C L Limited,BSE,,India
94608,RAP.BO,Rap Media Ltd.,BSE,,India
94618,RAMAVISION.BO,RAMA VISION LTD.,BSE,,India
94620,RAPIDIN.BO,RAPID INVESTMENTS LTD.,BSE,,India
94621,RCL.BO,Radhagobind Commercial Limited,BSE,,India
94623,RAYMOND6.BO,RAYMOND6.BO,BSE,,India
94626,INDORAMA.NS,Indo Rama Synthetics (India) Limited,NSI,Textile Industrial,India
94630,RAMKY-EQ.NS,RAMKY INFRASTRUCTURE LIMITED,NSI,,India
94631,RANEENGINE.BO,RANE ENGINE VALVE LTD.,BSE,,India
94632,RAJKSYN.BO,Rajkamal Synthetics Ltd.,BSE,,India
94639,RAINCOBBPH.BO,RAIN,BSE,,India
94640,RAIN-EQ.NS,RAIN INDUSTRIES LT INR2,NSI,,India
94642,RAMSARUP-BE.NS,RAMSARUP INDUSTRIE INR10,NSI,,India
94644,RAMINFO.BO,Raminfo Limited,BSE,,India
94645,RALLIS.NS,Rallis India Limited,NSI,Agricultural Chemicals,India
94658,RATNAMANI.BO,RATNAMANI METALS & TUBES LTD.,BSE,,India
94661,RAJPALAYAM.BO,RAJAPALAYAM MILLS LTD.,BSE,,India
94662,BARODARY.BO,BARODA RAYON CORPORATION LTD.,BSE,,India
94663,RANEHOLDIN.BO,RANE HOLDINGS LTD.,BSE,,India
94664,RAMSTEL.BO,RAMS TRANSFORMERS LTD.,BSE,,India
94670,RASANDIK.BO,Rasandik Engineering Industries India Ltd.,BSE,,India
94672,RAASIENT.BO,Anjani Foods Limited,BSE,,India
94674,SRANGMARK.BO,Shree Rang Mark Travels Limited,BSE,,India
94675,RAYMOND.BO,Raymond Limited,BSE,,India
94676,RTNINFRA.BO,RATTANINDIA INFRASTRUCTURE LTD,BSE,,India
94684,RAJMALL.BO,RAJESH MALLEABLES LTD.,BSE,,India
94687,RAJRAYON.BO,RAJ RAYON INDUSTRIES LIMITED,BSE,,India
94689,RANCC.BO,RANE COMPUTERS CONSULTANCY LTD,BSE,,India
94691,RADAAN-BE.NS,RADAAN MEDIAWORKS (I) LTD,NSI,,India
94693,RAYALEMA.BO,Royale Manor Hotels & Industries Ltd.,BSE,,India
94694,RAGHUSYN.BO,Raghuvir Synthetics Ltd.,BSE,,India
94695,RALEGRA.BO,Ravileela Granites Ltd.,BSE,,India
94696,RAMCOIND.NS,Ramco Industries Limited,NSI,General Building Materials,India
94698,INDORAMA-EQ.NS,INDO RAMA SYNTHETICS (INDIA) LI,NSI,,India
94702,RAVISPN.BO,RAVI SPINNING LTD.,BSE,,India
94703,SHIVALIK.BO,Shivalik Rasayan Ltd.,BSE,,India
94706,RBL.BO,RANE BRAKE LINING LTD.,BSE,,India
94707,RAGHAVIN.BO,RAGHAV INDUSTRIES LTD.,BSE,,India
94708,RANEENGINE.NS,Rane Engine Valve Limited,NSI,Auto Parts,India
94709,RAJLXIN.BO,RAJLAXMI INDUSTRIES LTD.,BSE,,India
94711,RADRO.BO,RADIANT ROTOGRAVURE LTD.,BSE,,India
94712,RANASUG.BO,Rana Sugars Ltd.,BSE,,India
94715,$SHRAM89.BO,SHREE RAM 19,BSE,,India
94716,RAJSREESUG.BO,RAJSHREE SUGARS & CHEMICALS LT,BSE,,India
94718,RAJSREESUG-EQ.NS,RAJSHREE SUG &CHEM INR10,NSI,,India
94726,RAIN6.BO,RAIN6.BO,BSE,,India
94727,RANKLIN.BO,Ranklin Solutions Ltd.,BSE,,India
94729,RALLIS.BO,Rallis India Limited,BSE,,India
94730,RAMASTEEL-EQ.NS,RAMA STEEL TUBES INR5,NSI,,India
94732,RAINBRE.BO,RAINBRE.BO,BSE,,India
94733,RANJITSE.BO,RANJIT SECURITIES LTD.,BSE,,India
94734,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,NSI,Chemicals - Major Diversified,India
94735,RAJMINC.BO,RAJENDRA MINING SPARES CO.LTD.,BSE,,India
94737,RTNINFRA-EQ.NS,RATTANINDIA INFRAS INR2,NSI,,India
94739,RAJSOLV.BO,RAJESH SOLVEX LTD.,BSE,,India
94743,RAMKY.BO,RAMKY INFRASTRUCTURE LTD.,BSE,,India
94747,RASOYPR-EQ.NS,RASOYA PROTEINS LI INR1,NSI,,India
94749,RAMASTEEL.BO,Rama Steel Tubes Limited,BSE,,India
94750,RAMASTEEL-BE.NS,Rama Steel Tubes Limited,NSI,,India
94751,RAJKOTINV.BO,Rajkot Investment Trust Limite,BSE,,India
94755,RANKLIN.NS,Ranklin Solutions Ltd.,NSI,,India
94758,RAJSAN.BO,RAJSANKET REALTY LIMITED,BSE,,India
94759,VRL.BO,VASUNDHARA RASAYANS LTD,BSE,,India
94761,RAMSARUP.BO,Ramsarup Industries Ltd.,BSE,,India
94765,RAJABAH.BO,RAJA BAHADUR INTERNATIONAL LTD,BSE,,India
94769,SRMCL.BO,Sri Ramakrishna Mills (Coimbatore) Limited,BSE,,India
94770,RAMSONS.BO,Ramsons Projects Limited,BSE,,India
94772,RTNINFRA.NS,RattanIndia Infrastructure Limited,NSI,Diversified Utilities,India
94774,RATVA.BO,RATTAN VANASPATI LTD.,BSE,,India
94775,SHREERAM.BO,"Shree Ram Urban Infrastructure, Ltd.",BSE,,India
94776,RAJOOENG.BO,Rajoo Engineers Ltd.,BSE,,India
94777,DESHRAK.BO,Desh Rakshak Aushdhalaya Limited,BSE,,India
94779,RDBRL.BO,RDB RASAYANS LTD.,BSE,,India
94780,RAAJMEDI.BO,RAAJ MEDISAFE INDIA LTD.,BSE,,India
94781,RAGHUNAT.BO,Raghunath International Ltd.,BSE,,India
94785,RBL-EQ.NS,RANE BRAKE LINING LIMITED,NSI,,India
94791,RANEHOLDIN.NS,Rane Holdings Limited,NSI,Auto Parts,India
94795,RASOYPR.BO,Rasoya Proteins Limited,BSE,,India
94797,RML.NS,Rane (Madras) Limited,NSI,Auto Parts,India
94800,RAHME.BO,Rahul Merchandising Limited,BSE,,India
94801,RAJPACK.BO,Raj Packaging Industries Ltd.,BSE,,India
94805,PRATRAJ.BO,PARTAP RAJASTHAN SPECIAL STEEL,BSE,,India
94809,RAIN.NS,Rain Industries Limited,NSI,Chemicals - Major Diversified,India
94810,RADAAN.BO,RADAAN MEDIAWORKS (I) LTD.,BSE,,India
94817,RAMCOSYS.NS,Ramco Systems Limited,NSI,Information Technology Services,India
94818,RMCL.NS,Radha Madhav Corporation Limited,NSI,Packaging & Containers,India
94825,RBGUPTA.BO,R.B.GUPTA FINANCIALS LTD.,BSE,,India
94857,RCOM.NS,Reliance Communications Limited,NSI,Wireless Communications,India
94871,RCRL.BO,RCL RETAIL LTD.,BSE,,India
94880,RCIIND.BO,RCI INDUSTRIES & TECHNOLOGIES,BSE,,India
94883,RCOM.BO,Reliance Communications Ltd.,BSE,,India
94898,RDBRIL.BO,RDB REALTY & INFRASTRUCTURE LT,BSE,,India
94903,RDEL.NS,Reliance Defence and Engineering Limited,NSI,Aerospace/Defense - Major Diversified,India
94912,RDEL.BO,Reliance Defence and Engineeri,BSE,,India
94916,RDEVCAB.BO,Rishabhdev Technocable Limited,BSE,,India
94928,RIIL.NS,Reliance Industrial Infrastructure Limited,NSI,General Contractors,India
94933,RESONANCE.BO,Resonance Specialties Limited,BSE,,India
94937,RELINFRA.BO,Reliance Infrastructure Ltd,BSE,,India
94938,RELICTEC.BO,Relic Technologies Ltd.,BSE,,India
94940,REGALIAA.BO,Regaliaa Realty Ltd.,BSE,,India
94941,REFEX.BO,Refex Industries Limited,BSE,,India
94942,REDINGTON.NS,Redington (India) Limited,NSI,Information Technology Services,India
94947,INDOCO.BO,Indoco Remedies Limited,BSE,,India
94978,RGCEL.BO,Real Growth Commercial Enterpr,BSE,,India
95019,RHNISTR.BO,ROHINI STRIPS LTD.,BSE,,India
95021,RHUTUDY.BO,RHUTU UDYOG (INDIA) LTD.,BSE,,India
95033,RITESHIN.BO,Ritesh International Ltd.,BSE,,India
95034,RIBATEX.BO,Riba Textiles Limited,BSE,,India
95036,RISAINTL.BO,RISA INTERNATIONAL LTD.,BSE,,India
95050,RIR.BO,Ruttonsha International Rectifier Ltd.,BSE,,India
95081,RICOHQ.BO,Ricoh India Limited,BSE,,India
95091,RICOAUTO.BO,Rico Auto Industries Limited,BSE,,India
95102,RISHIRUB.BO,Rishiroop Rubber (International) Ltd.,BSE,,India
95113,RISHIROOP.BO,Rishiroop Limited,BSE,,India
95118,RICHAIND.BO,Richa Industries Ltd,BSE,,India
95119,RIDHISYN.BO,RIDHI SYNTHETICS LTD.,BSE,,India
95120,RISHITECH.BO,RISHI TECHTEX LTD.,BSE,,India
95122,RIIL.BO,Reliance Industrial Infrastructure Limited,BSE,,India
95123,RIIL-EQ.NS,RELIANCE INDUSTRIAL INFRASTRUCT,NSI,,India
95134,RIGASUG.BO,Riga Sugar Co. Ltd.,BSE,,India
95145,RICOAUTO.NS,Rico Auto Industries Limited,NSI,Auto Parts,India
95153,RJSHAH.BO,R.J.SHAH & CO.LTD.,BSE,,India
95196,RLF.BO,RLF Ltd.,BSE,,India
95201,RLL.BO,ROSELABS LTD.,BSE,,India
95230,RMISTEL.BO,RMI STEELS LTD.,BSE,,India
95273,RNBDENIMS.BO,R&B DENIMS LTD,BSE,,India
95274,RNBIND.BO,RNB INDUSTRIES LTD.,BSE,,India
95285,ROLTA.NS,Rolta India Limited,NSI,Information Technology Services,India
95290,ROCKONENT.BO,Rockon Enterprises Limited,BSE,,India
95309,SURYAROSNI.BO,Surya Roshni Limited,BSE,,India
95323,ROSSELLIND.BO,ROSSELL INDIA LTD.,BSE,,India
95327,ROOFITIND.BO,ROOFIT INDUSTRIES LTD.,BSE,,India
95334,ROPLAS.BO,ROPLAS (INDIA) LTD.,BSE,,India
95340,ROLTA.BO,Rolta India Limited,BSE,,India
95342,ROSETEX.BO,ROSEKAMAL TEXTILES LTD.,BSE,,India
95347,ROCKONFIN.BO,ROCKONFIN.BO,BSE,,India
95350,ROOPAIND.BO,Roopa Industries Ltd.,BSE,,India
95355,SANGHIIND-BE.NS,SANGHIINDUS ROLL SETT,NSI,,India
95366,ROSELABS.BO,Roselabs Finance Limited,BSE,,India
95369,SHARODW.BO,SHAKTI RODS & WIRES LTD.,BSE,,India
95380,RODIUM.BO,RODIUM REALTY LIMITED,BSE,,India
95396,ROSEMER.BO,ROSE MERC.LTD.,BSE,,India
95399,SURYAROSNI.NS,Surya Roshni Limited,NSI,Steel & Iron,India
95404,ROLLT.BO,Rollatainers Limited,BSE,,India
95406,ROSEI.BO,ROSE INVESTMENTS LTD.,BSE,,India
95407,ROSSELLIND.NS,Rossell India Limited,NSI,Food - Major Diversified,India
95408,TATAYODOGA.BO,TAYO ROLLS LTD.,BSE,,India
95411,ROCKTHR.BO,ROCKLAND THERMIONICS LTD.,BSE,,India
95429,ROYALIND.BO,ROYAL INDIA CORPORATION LIMITE,BSE,,India
95432,ROLCOEN.BO,Rolcon Engineering Company Limited,BSE,,India
95459,RPPINFRA.NS,RPP Infra Projects Limited,NSI,General Contractors,India
95468,RPGLIFE-EQ.NS,RPG LIFE SCIENCES LIMITED,NSI,,India
95469,RPGLIFE.BO,RPG LIFE SCIENCES LTD.,BSE,,India
95484,RREALTY.BO,REAL NEWS & VIEWS LTD,BSE,,India
95486,RRSECUR.BO,R. R. Securities Ltd,BSE,,India
95487,SAAGRR.BO,SAAG RR INFRA LTD.,BSE,,India
95496,RSYSTEMS.NS,R Systems International Limited,NSI,,India
95498,RSSOFTWARE.NS,R. S. Software (India) Limited,NSI,Technical & System Software,India
95507,RSCINT.BO,RSC International Ltd,BSE,,India
95510,RSSOFTWARE.BO,R.S.SOFTWARE INDIA LTD.,BSE,,India
95513,RSWM.BO,RSWM LTD.,BSE,,India
95514,RSYSTEMINT.BO,R SYSTEMS INTERNATIONAL LTD.,BSE,,India
95521,RSLTEXTIL.BO,RSL TEXTILES (INDIA) LTD.,BSE,,India
95523,RSPETRO.BO,R.S.PETROCHEMICALS LTD.,BSE,,India
95526,RSYSTEMBBPH.BO,R Systems International Limite,BSE,,India
95531,RSCORP.BO,R.S CORPORATION LTD.,BSE,,India
95532,RSWM.NS,RSWM Limited,NSI,Textile Industrial,India
95536,RSDFSA27GR-MF.NS,SBIAMC - RSDFSA27GR,NSI,,India
95585,RUBFILA.BO,Rubfila International Limited,BSE,,India
95588,RUSHIL.BO,RUSHIL DECOR LTD.,BSE,,India
95591,RUCHIRA.NS,Ruchira Papers Limited,NSI,Paper & Paper Products,India
95600,RUTRINT.BO,RUTRON INTERNATIONAL LTD.,BSE,,India
95609,RUSODAY.BO,RUSODAY.BO,BSE,,India
95611,SHRUBER.BO,SHREE RUBBER INDUSTRIES LTD.,BSE,,India
95617,RUSHIL.NS,Rushil Décor Limited,NSI,Home Furnishings & Fixtures,India
95621,RUPA.NS,Rupa & Company Limited,NSI,Textile - Apparel Clothing,India
95630,RUCHINFRA.BO,RUCHI INFRASTRUCTURE LTD.,BSE,,India
95636,MAGNSRB.BO,MAGNUS RUBBER INDUSTRIES LTD.,BSE,,India
95639,INDAG.BO,Indag Rubber Limited,BSE,,India
95642,RUNEECHA.BO,RUNEECHA TEXTILES LTD.,BSE,,India
95651,RUCHISOYA.BO,Ruchi Soya Industries Limited,BSE,,India
95654,HOTELRUGBY-EQ.NS,HOTEL RUGBY LTD INR10,NSI,,India
95657,DEWRUBB-B.BO,DEWAN RUBBER INDUSTRIES LTD.,BSE,,India
95661,RUPA-EQ.NS,RUPA & COMPANY LIMITED,NSI,,India
95662,INDRUBR.BO,INDRUBR.BO,BSE,,India
95664,RUDRAKSH.BO,RUDRAKSH CAP-TECH LTD.,BSE,,India
95668,RUBRAME.BO,RUBRA MEDICAMENTS LTD.,BSE,,India
95672,RUPA.BO,RUPA & COMPANY LTD.,BSE,,India
95678,RUCHINFRA-BE.NS,RUCHI INFRASTRUCTURE LTD,NSI,,India
95687,RUBYMILLS.NS,The Ruby Mills Limited,NSI,Textile Industrial,India
95689,RUCHINFRA.NS,Ruchi Infrastructure Limited,NSI,Farm Products,India
95696,RUBBERPR.BO,The Rubber Products Limited,BSE,,India
95700,HOTELRUGBY.NS,Hotel Rugby Limited,NSI,Conglomerates,India
95702,MEHTARB.BO,MEHTA RUBBER CHEMICALS LTD.,BSE,,India
95720,HOTELRUGBY.BO,HOTEL RUGBY LTD.,BSE,,India
95819,SAVINFOCO.BO,Savant Infocomm Ltd.,BSE,,India
95820,SAVERA.BO,SAVERA INDUSTRIES LTD.,BSE,,India
95821,SATINDLTD.BO,Sat Industries Limited,BSE,,India
95824,SASKEN.BO,Sasken Communication Technologies Limited,BSE,,India
95826,SAREGAMA.BO,Saregama India Ltd,BSE,,India
95829,SANGHIIND.NS,Sanghi Industries Limited,NSI,General Building Materials,India
95830,SAMTEL.BO,Samtel Color Ltd.,BSE,,India
95831,SAMTEL-BE.NS,SAMTEL COLOR LTD,NSI,,India
95832,SAKSOFT.NS,Saksoft Limited,NSI,Information Technology Services,India
95833,SAKSOFT.BO,Saksoft Limited,BSE,,India
95835,7TEC.BO,Saven Technologies Limited,BSE,,India
95839,SANDESH.BO,The Sandesh Limited,BSE,,India
95840,SANOFI.BO,SANOFI INDIA LTD,BSE,,India
95841,SAREGAMA.NS,Saregama India Limited,NSI,Entertainment - Diversified,India
95844,SAICAPI.BO,SAI CAPITAL LTD.,BSE,,India
95849,SAYAJIHOT.NS,SAYAJIHOT.NS,NSI,,India
95851,SALEMTX.BO,SALEM TEXTILES LTD.,BSE,,India
95853,REMISIN.BO,REMI SALES & ENGINEERING LTD.,BSE,,India
95856,SASKNBBPH.BO,SASKEN COM*,BSE,,India
95860,SUPER.NS,Super Sales India Ltd.,NSI,,India
95861,SKSUGAR.BO,SAKTHISUGAR,BSE,,India
95862,TIRSARJ.BO,Tirupati Sarjan Limited,BSE,,India
95865,SARTHAKIND-EQ.NS,Sarthak Industries Ltd,NSI,,India
95880,SAKSOFT-EQ.NS,SAKSOFT LIMITED,NSI,,India
95884,SANTOWIN.BO,SANTOWIN CORPORATION LTD.,BSE,,India
95892,SAVERA.NS,Savera Industries Limited,NSI,,India
95900,SANDESH.NS,The Sandesh Limited,NSI,Publishing - Newspapers,India
95901,SANGAMIND.NS,Sangam (India) Limited,NSI,Textile Industrial,India
95912,SANBLUE.BO,SANBLUE CORPORATION LTD.,BSE,,India
95920,SARAFSO.BO,SARAF SONS (TRADERS) LTD.,BSE,,India
95924,SARUPINDUS.BO,SARUP INDUSTRIES LTD.,BSE,,India
95925,SALORAINTL-EQ.NS,SALORA INTL INR10,NSI,,India
95926,SAMTELIN.BO,Samtel India Limited,BSE,,India
95936,SGARRES.BO,SAGAR TOURIST RESORTS LTD.,BSE,,India
95938,SALORAINTL.BO,SALORA INTERNATIONAL LTD.,BSE,,India
95942,SAYAJIHOTL-BE.NS,SAYAJIHOTL-BE.NS,NSI,,India
95954,SETFBANK-EQ.NS,SBIAMC - SETFBANK,NSI,,India
95960,SETFNIFJR-EQ.NS,SBIAMC - SETFNIFJR,NSI,,India
95962,SBECSUG.BO,SBEC Sugar Limited,BSE,,India
95976,SB&TINTL.BO,SB & T INTERNATIONAL LTD.,BSE,,India
95978,SB&TINTL6.BO,SB&TINTL6.BO,BSE,,India
95981,SETFNIFTY-EQ.NS,SBIAMC - SETFNIFTY,NSI,,India
95985,SBECSYS.BO,SBEC SYSTEMS (INDIA) LTD.,BSE,,India
95987,SB&TINTL.NS,SB & T INTL LTD INR10,NSI,,India
95999,SCOOTER.BO,Scooters India Ltd.,BSE,,India
96016,SCHABLON.BO,Schablona India Ltd,BSE,,India
96018,THOMASCOTT.NS,Thomas Scott (India) Limited,NSI,Textile - Apparel Clothing,India
96026,THOMASCOTT-EQ.NS,THOMAS SCOTT (INDI INR10,NSI,,India
96036,SCOPEIND.BO,SCOPE INDUSTRIES (INDIA) LIMIT,BSE,,India
96049,SCINTSOFT.BO,SCINTILLA SOFTWARE TECHNOLOGY,BSE,,India
96053,SUVEN.BO,Suven Life Sciences Limited,BSE,,India
96054,SEQUENT.BO,SEQUENT SCIENTIFIC LTD.,BSE,,India
96072,MAHSCOOTER.NS,Maharashtra Scooters Limited,NSI,Auto Parts,India
96090,CAMLINFIN.BO,CAMLIN FINE SCIENCES LTD.,BSE,,India
96103,SCTL.BO,Suncare Traders Limited,BSE,,India
96115,THOMASCOTT-BE.NS,THOMAS SCOTT (INDI INR10,NSI,,India
96118,SEQUENT.NS,Sequent Scientific Limited,NSI,Biotechnology,India
96140,SCANSTL.BO,Scan Steels Limited,BSE,,India
96147,MAHSCOOTER.BO,Maharashtra Scooters Ltd.,BSE,,India
96151,THOMASCOTT.BO,THOMAS SCOTT (INDIA) LIMITED,BSE,,India
96152,SCANPRO.BO,SCAN PROJECTS LTD.,BSE,,India
96185,SCL.BO,Sunshine Capital Ltd.,BSE,,India
96192,CAMLINFINE-EQ.NS,CAMLIN FINE SCIENC INR1,NSI,,India
96252,SKYSS.BO,Skypak Service Specialists Ltd.,BSE,,India
96267,SELLWIN.BO,SELLWIN TRADERS LIMITED,BSE,,India
96289,SERIND.BO,Ser Industries Ltd,BSE,,India
96329,MAHSEAMLES.NS,Maharashtra Seamless Limited,NSI,Steel & Iron,India
96332,PRIMESECU.BO,PRIME SECURITIES LTD.,BSE,,India
96351,INVENTURE.NS,Inventure Growth & Securities Limited,NSI,Investment Brokerage - National,India
96354,VINTAGES.BO,Vintage Securities Ltd.,BSE,,India
96356,SENINFO.BO,SENTHIL INFOTEK LTD,BSE,,India
96358,SELMCL-EQ.NS,SEL MANUFACTURING COMPANY LIMIT,NSI,,India
96359,SRNEDYE.BO,SERENE INDUSTRIES LTD.,BSE,,India
96416,PROVEST.BO,PROVESTMENT SERVICES LTD.,BSE,,India
96480,SHVFERT.BO,SFL INDUSTRIES LTD.,BSE,,India
96491,SFLINTER.BO,SFL International Limited,BSE,,India
96503,SURYNGRF.BO,SFL International Limited,BSE,,India
96512,SFCL-BE.NS,SFCL-BE.NS,NSI,,India
96593,SGNTE.BO,SGN Telecoms Ltd.,BSE,,India
96804,SHYAMTEL.NS,Shyam Telecom Limited,NSI,Communication Equipment,India
96806,SHRENUJ.BO,Shrenuj & Company Limited,BSE,,India
96807,SHOPERSTOP.BO,Shoppers Stop Limited,BSE,,India
96808,SHIVTEX.NS,Shiva Texyarn Limited,NSI,Textile Industrial,India
96811,SHARP.BO,Sharp India Ltd.,BSE,,India
96816,SHOPERSTOP.NS,Shoppers Stop Limited,NSI,Department Stores,India
96817,SHOTI.BO,SHONKH TECHNOLOGIES INTERNATIO,BSE,,India
96818,VARUNPP.BO,VARUN SHIPNG,BSE,,India
96821,SPSL.BO,Shree Precoated Steels Limited,BSE,,India
96823,SHIVTEX.BO,SHIVA TEXYARN LTD.,BSE,,India
96826,SHYAMAINFO.BO,SHYAMA INFOSYS LTD.,BSE,,India
96827,SHANINT.BO,SHAAN INTERWELL (INDIA) LTD.,BSE,,India
96828,SHYMINV.BO,SHYAMKAMAL INVESTMENTS LTD.,BSE,,India
96835,SHARPIND.BO,Sharp Industries Ltd.,BSE,,India
96837,SHILPI.BO,SHILPI CABLE TECHNOLOGIES LTD.,BSE,,India
96838,SHREYASI.BO,Shreyas Intermediates Limited,BSE,,India
96839,LIBERTSHOE.BO,LIBERTY SHOES LTD.,BSE,,India
96840,SHINDL.BO,SHARAT INDUSTRIES LTD.,BSE,,India
96841,SHRUSYN.BO,SHRUTI SYNTHETIC LTD.,BSE,,India
96844,SHAMKENC.BO,SHAMKEN COTSYN LTD.,BSE,,India
96846,SHREEIN.BO,SHREE INDUSTRIES LTD.,BSE,,India
96847,SHEENA.BO,SHEENA.BO,BSE,,India
96848,SHEMAROO-EQ.NS,SHEMAROO ENTERTAIN INR10,NSI,,India
96857,SHARDUL.BO,Shardul Securities Ltd.,BSE,,India
96861,SHIVAMAUTO.NS,Shivam Autotech Limited,NSI,Auto Parts,India
96862,SHAIVAL-SM.NS,SHAIVAL REALITY LT INR10,NSI,,India
96865,SHAILJA.BO,Shailja Commercial Trade Frenz,BSE,,India
96866,SHARPINV.BO,SHARP INVESTMENTS LTD,BSE,,India
96868,LIBERTSHOE.NS,Liberty Shoes Limited,NSI,Textile - Apparel Footwear & Accessories,India
96869,SHAMKNSPIN.BO,SHAMKEN SPINNERS LTD.,BSE,,India
96874,WESTE.BO,Western India Shipyard Limited,BSE,,India
96876,SHREGRN.BO,SHREEJI INDUSTRIES LTD.,BSE,,India
96880,SHOPERSTOP-EQ.NS,SHOPPERS STOP INR5,NSI,,India
96881,$SHENTCH.BO,SHENTR CHEMI,BSE,,India
96884,RENUKA.NS,Shree Renuka Sugars Limited,NSI,Confectioners,India
96885,VARUNSHIP-BZ.NS,VARUN SHIPPING INR10,NSI,,India
